Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Sex_I,Sex_M,Rings
0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,True,False,7
0.535,0.405,0.14,0.818,0.402,0.1715,0.189,False,True,7
0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,False,True,11
0.6,0.48,0.155,1.014,0.451,0.1885,0.325,False,True,11
0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,False,False,10
0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,True,False,9
0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,False,False,9
0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,False,False,10
0.385,0.305,0.125,0.314,0.146,0.0555,0.08,False,False,10
0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,False,True,11
0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,False,True,11
0.385,0.28,0.095,0.257,0.119,0.059,0.07,True,False,7
0.425,0.31,0.09,0.301,0.1385,0.065,0.08,True,False,7
0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,True,False,7
0.41,0.3,0.09,0.28,0.141,0.0575,0.075,True,False,8
0.575,0.44,0.15,0.983,0.486,0.215,0.239,True,False,8
0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,True,False,5
0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,True,False,13
0.41,0.335,0.11,0.33,0.157,0.0705,0.17,True,False,7
0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,True,False,11
0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,False,True,11
0.565,0.44,0.155,0.868,0.348,0.217,0.26,False,True,11
0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,False,False,10
0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,False,False,14
0.63,0.47,0.155,1.1325,0.589,0.211,0.287,False,True,8
0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,True,False,7
0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,True,False,8
0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,False,False,8
0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,True,False,5
0.465,0.36,0.105,0.452,0.22,0.159,0.1035,True,False,9
0.585,0.48,0.185,1.04,0.434,0.265,0.285,False,True,10
0.35,0.26,0.095,0.211,0.086,0.056,0.068,True,False,7
0.575,0.455,0.135,0.907,0.4245,0.197,0.26,False,True,9
0.45,0.36,0.13,0.478,0.191,0.127,0.137,True,False,7
0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,True,False,6
0.385,0.29,0.095,0.312,0.143,0.0635,0.086,True,False,6
0.21,0.17,0.045,0.0475,0.019,0.011,0.013,True,False,5
0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,True,False,6
0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,False,False,17
0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,True,False,8
0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,True,False,14
0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,True,False,7
0.635,0.5,0.18,1.319,0.5485,0.292,0.49,True,False,16
0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,False,False,10
0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,True,False,10
0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,False,False,9
0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,True,False,3
0.41,0.325,0.1,0.394,0.208,0.0655,0.106,True,False,6
0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,False,True,11
0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,False,False,9
0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,False,False,12
0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,True,False,9
0.655,0.505,0.165,1.27,0.6035,0.262,0.335,False,True,10
0.695,0.53,0.21,1.51,0.664,0.4095,0.385,False,True,10
0.47,0.35,0.13,0.466,0.1845,0.099,0.145,True,False,11
0.525,0.435,0.155,1.065,0.486,0.233,0.285,False,True,8
0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,True,False,7
0.575,0.445,0.135,0.883,0.381,0.2035,0.26,False,False,11
0.69,0.535,0.185,1.826,0.797,0.409,0.499,False,False,11
0.355,0.265,0.085,0.201,0.069,0.053,0.0695,False,True,8
0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,False,True,15
0.43,0.325,0.12,0.445,0.165,0.0995,0.155,False,False,8
0.745,0.565,0.215,1.931,0.896,0.4585,0.5,False,True,11
0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,False,False,13
0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,False,True,8
0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,True,False,8
0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,False,False,12
0.18,0.135,0.08,0.033,0.0145,0.007,0.01,True,False,5
0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,True,False,6
0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,False,False,8
0.565,0.44,0.175,0.8735,0.414,0.21,0.21,True,False,11
0.45,0.35,0.13,0.46,0.174,0.111,0.135,False,True,8
0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,False,True,9
0.68,0.53,0.185,1.1095,0.439,0.245,0.34,True,False,10
0.62,0.515,0.175,1.221,0.535,0.241,0.395,False,True,13
0.555,0.45,0.175,0.874,0.3275,0.202,0.305,False,True,10
0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,False,False,11
0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,True,False,11
0.63,0.495,0.16,1.093,0.497,0.221,0.315,False,True,12
0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,False,True,10
0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,False,False,14
0.41,0.335,0.115,0.4405,0.19,0.085,0.135,False,True,8
0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,True,False,8
0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,False,False,10
0.36,0.27,0.095,0.2,0.073,0.056,0.061,True,False,8
0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,True,False,5
0.62,0.49,0.155,1.1,0.505,0.2475,0.31,False,True,9
0.62,0.465,0.145,0.911,0.375,0.2145,0.278,False,True,10
0.595,0.43,0.21,1.5245,0.653,0.396,0.41,False,False,11
0.7,0.545,0.13,1.556,0.6725,0.374,0.195,False,False,12
0.515,0.415,0.13,0.764,0.276,0.196,0.25,False,False,13
0.575,0.475,0.16,0.895,0.3605,0.221,0.271,False,False,9
0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,False,True,10
0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,False,True,12
0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,True,False,7
0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,False,False,11
0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,True,False,10
0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,False,False,10
0.675,0.555,0.205,1.925,0.713,0.358,0.4535,False,False,13
0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,False,False,7
0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,False,True,13
0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,False,True,13
0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,True,False,7
0.51,0.39,0.105,0.612,0.187,0.15,0.195,False,False,13
0.7,0.55,0.2,1.523,0.693,0.306,0.4405,False,True,13
0.44,0.35,0.135,0.435,0.1815,0.083,0.125,True,False,12
0.52,0.4,0.12,0.823,0.298,0.1805,0.265,False,True,15
0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,True,False,8
0.52,0.425,0.125,0.79,0.372,0.205,0.19,False,True,8
0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,False,True,10
0.485,0.365,0.125,0.426,0.163,0.0965,0.151,True,False,8
0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,False,False,12
0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,False,True,12
0.51,0.37,0.21,1.183,0.508,0.292,0.343,False,False,9
0.78,0.63,0.215,2.657,1.488,0.4985,0.586,False,False,11
0.315,0.235,0.055,0.151,0.065,0.027,0.039,True,False,6
0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,False,True,12
0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,True,False,5
0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,False,False,9
0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,False,True,8
0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,False,True,18
0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,False,False,11
0.625,0.5,0.16,1.217,0.5725,0.207,0.355,False,False,11
0.61,0.485,0.17,1.281,0.597,0.3035,0.33,False,True,9
0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,False,False,9
0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,False,False,9
0.575,0.45,0.145,0.795,0.364,0.1505,0.26,True,False,10
0.55,0.425,0.16,0.97,0.2885,0.139,0.48,False,True,20
0.66,0.52,0.19,1.558,0.755,0.298,0.4,False,True,10
0.56,0.455,0.155,0.797,0.34,0.19,0.2425,False,True,11
0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,False,False,9
0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,False,False,10
0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,False,True,9
0.6,0.48,0.09,1.05,0.457,0.2685,0.28,False,True,8
0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,True,False,6
0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,True,False,7
0.285,0.21,0.07,0.109,0.044,0.0265,0.033,True,False,5
0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,False,True,6
0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,False,False,15
0.545,0.44,0.165,0.744,0.2875,0.204,0.25,False,True,15
0.475,0.38,0.145,0.57,0.167,0.118,0.187,False,False,11
0.39,0.31,0.1,0.302,0.116,0.064,0.115,True,False,11
0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,False,False,7
0.55,0.425,0.145,0.797,0.297,0.15,0.265,False,False,9
0.46,0.355,0.14,0.491,0.207,0.115,0.174,False,True,10
0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,False,False,10
0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,False,False,10
0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,False,True,10
0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,True,False,9
0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,False,True,10
0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,True,False,13
0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,False,True,13
0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,False,True,9
0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,False,False,9
0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,False,True,9
0.6,0.47,0.16,1.012,0.441,0.2015,0.305,False,True,10
0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,True,False,14
0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,False,True,11
0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,True,False,8
0.465,0.37,0.1,0.5055,0.234,0.11,0.14,True,False,7
0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,False,False,16
0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,False,False,11
0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,False,True,11
0.6,0.475,0.155,1.059,0.441,0.19,0.39,False,False,11
0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,False,True,10
0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,False,False,12
0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,False,False,8
0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,True,False,8
0.545,0.415,0.14,0.82,0.4615,0.127,0.218,False,True,9
0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,False,True,10
0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,False,False,8
0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,False,True,11
0.31,0.24,0.105,0.2885,0.118,0.065,0.083,True,False,6
0.565,0.45,0.16,0.895,0.415,0.195,0.246,False,True,9
0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,False,False,9
0.52,0.395,0.18,0.64,0.158,0.11,0.245,False,False,22
0.705,0.54,0.205,1.757,0.8265,0.417,0.461,False,False,9
0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,False,True,12
0.355,0.27,0.1,0.2255,0.11,0.042,0.064,True,False,7
0.505,0.4,0.125,0.77,0.2735,0.159,0.255,False,True,13
0.55,0.44,0.16,0.985,0.4645,0.201,0.27,False,True,8
0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,False,False,8
0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,False,False,11
0.585,0.45,0.15,1.047,0.4315,0.276,0.315,False,True,14
0.66,0.505,0.165,1.374,0.589,0.351,0.345,False,True,10
0.59,0.45,0.145,1.022,0.428,0.268,0.265,True,False,10
0.395,0.29,0.095,0.319,0.138,0.08,0.082,True,False,7
0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,False,False,10
0.47,0.355,0.14,0.433,0.1525,0.095,0.152,False,False,12
0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,False,False,11
0.63,0.515,0.165,1.352,0.488,0.349,0.45,False,True,20
0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,False,True,11
0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,False,True,10
0.435,0.325,0.105,0.335,0.136,0.065,0.115,True,False,8
0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,True,False,9
0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,True,False,11
0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,False,False,12
0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,True,False,8
0.675,0.53,0.195,1.4985,0.62,0.375,0.425,False,False,9
0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,False,False,10
0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,False,False,13
0.225,0.17,0.07,0.0565,0.024,0.013,0.016,True,False,4
0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,True,False,12
0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,False,True,19
0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,True,False,9
0.43,0.35,0.11,0.406,0.1675,0.081,0.135,False,True,10
0.5,0.355,0.14,0.528,0.2125,0.149,0.14,False,True,9
0.515,0.38,0.175,0.9565,0.325,0.158,0.31,False,True,14
0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,True,False,6
0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,False,True,10
0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,True,False,7
0.415,0.315,0.12,0.4015,0.199,0.087,0.097,False,True,8
0.295,0.22,0.065,0.1295,0.052,0.028,0.035,True,False,6
0.59,0.46,0.145,0.929,0.38,0.24,0.255,False,True,10
0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,False,True,8
0.17,0.105,0.035,0.034,0.012,0.0085,0.005,True,False,4
0.47,0.355,0.125,0.499,0.21,0.0985,0.155,True,False,8
0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,False,True,6
0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,True,False,9
0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,True,False,10
0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,False,False,9
0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,False,True,9
0.475,0.35,0.115,0.498,0.2375,0.099,0.14,True,False,7
0.42,0.34,0.115,0.4215,0.175,0.093,0.135,False,True,8
0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,True,False,6
0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,False,False,12
0.55,0.415,0.135,0.775,0.302,0.179,0.26,False,False,23
0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,False,True,10
0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,False,True,11
0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,False,False,10
0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,True,False,7
0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,False,True,6
0.59,0.47,0.18,1.187,0.5985,0.227,0.31,False,True,9
0.625,0.485,0.2,1.38,0.5845,0.302,0.401,False,False,9
0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,True,False,6
0.565,0.455,0.15,0.9795,0.444,0.205,0.275,False,True,8
0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,True,False,8
0.71,0.565,0.2,1.601,0.706,0.321,0.45,False,True,11
0.63,0.5,0.16,1.22,0.4905,0.3,0.345,False,False,14
0.455,0.375,0.125,0.533,0.233,0.106,0.185,True,False,8
0.57,0.445,0.16,1.0145,0.516,0.164,0.3,False,True,10
0.56,0.43,0.155,0.8675,0.4,0.172,0.229,False,True,8
0.515,0.395,0.135,1.007,0.472,0.2495,0.252,False,True,8
0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,True,False,6
0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,False,False,8
0.55,0.42,0.115,0.668,0.2925,0.137,0.209,True,False,11
0.675,0.525,0.185,1.587,0.6935,0.336,0.395,False,True,13
0.58,0.425,0.155,0.873,0.3615,0.249,0.239,False,False,10
0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,False,True,10
0.55,0.405,0.125,0.651,0.2965,0.137,0.2,False,False,9
0.575,0.45,0.125,0.78,0.3275,0.188,0.235,True,False,9
0.65,0.515,0.16,1.1625,0.495,0.203,0.33,True,False,17
0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,True,False,10
0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,False,False,14
0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,False,True,9
0.72,0.575,0.215,2.226,0.8955,0.405,0.62,False,False,13
0.66,0.525,0.16,1.277,0.4975,0.319,0.394,False,False,13
0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,True,False,8
0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,False,True,13
0.625,0.515,0.155,1.1635,0.4875,0.259,0.355,False,False,11
0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,False,True,6
0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,True,False,10
0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,True,False,7
0.61,0.475,0.155,1.168,0.554,0.239,0.3295,False,True,10
0.51,0.415,0.145,0.751,0.3295,0.1835,0.203,False,True,8
0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,True,False,7
0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,False,True,10
0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,True,False,6
0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,False,True,11
0.435,0.325,0.1,0.366,0.174,0.0725,0.109,True,False,7
0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,False,True,11
0.625,0.47,0.175,1.179,0.605,0.258,0.271,False,True,9
0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,False,False,12
0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,False,False,10
0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,False,False,13
0.54,0.415,0.135,0.709,0.3195,0.174,0.185,True,False,9
0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,False,False,9
0.58,0.445,0.135,0.95,0.484,0.182,0.2325,False,False,8
0.625,0.49,0.175,1.233,0.5565,0.247,0.365,False,False,11
0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,True,False,9
0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,False,True,12
0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,True,False,5
0.455,0.365,0.11,0.385,0.166,0.046,0.1345,False,False,13
0.255,0.18,0.055,0.083,0.031,0.0215,0.02,True,False,4
0.275,0.2,0.08,0.099,0.037,0.024,0.03,False,True,5
0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,False,False,15
0.52,0.4,0.145,0.66,0.267,0.1055,0.22,True,False,13
0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,True,False,10
0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,True,False,10
0.63,0.49,0.165,1.2005,0.575,0.273,0.294,False,True,10
0.49,0.38,0.145,0.6725,0.249,0.181,0.21,False,False,10
0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,True,False,9
0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,True,False,10
0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,True,False,9
0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,False,True,10
0.62,0.49,0.15,1.195,0.4605,0.302,0.355,False,True,9
0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,False,False,9
0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,False,True,9
0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,False,True,9
0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,True,False,7
0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,False,False,11
0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,True,False,8
0.53,0.44,0.205,0.835,0.32,0.2175,0.245,False,True,14
0.355,0.27,0.1,0.216,0.083,0.037,0.075,True,False,10
0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,False,True,10
0.435,0.33,0.11,0.413,0.2055,0.096,0.096,True,False,6
0.645,0.5,0.16,1.3815,0.672,0.326,0.315,False,True,9
0.415,0.305,0.1,0.325,0.156,0.0505,0.091,False,True,6
0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,False,True,8
0.555,0.435,0.165,0.97,0.336,0.2315,0.295,False,False,17
0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,False,False,8
0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,True,False,6
0.56,0.415,0.145,0.852,0.43,0.1885,0.205,False,True,8
0.355,0.265,0.09,0.168,0.05,0.041,0.063,False,True,8
0.69,0.56,0.215,1.719,0.68,0.299,0.47,False,False,17
0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,False,True,9
0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,False,True,11
0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,False,False,8
0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,True,False,7
0.59,0.46,0.125,0.755,0.334,0.15,0.238,True,False,9
0.47,0.37,0.12,0.5795,0.293,0.227,0.14,False,True,9
0.6,0.475,0.15,1.089,0.5195,0.223,0.292,False,True,11
0.49,0.37,0.115,0.541,0.171,0.1175,0.185,False,False,11
0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,False,False,7
0.635,0.51,0.17,1.3555,0.619,0.305,0.39,False,True,9
0.455,0.34,0.135,0.462,0.1675,0.158,0.12,False,True,9
0.325,0.225,0.075,0.139,0.0565,0.032,0.09,True,False,6
0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,False,True,9
0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,True,False,7
0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,False,True,9
0.525,0.4,0.155,0.707,0.282,0.1605,0.225,False,True,9
0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,False,False,10
0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,False,True,7
0.57,0.47,0.14,0.871,0.385,0.211,0.2315,False,False,10
0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,True,False,8
0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,False,False,10
0.595,0.47,0.175,0.991,0.382,0.2395,0.5,False,True,12
0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,True,False,7
0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,True,False,9
0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,False,True,10
0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,False,True,9
0.7,0.53,0.19,1.3185,0.548,0.233,0.42,False,True,18
0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,False,True,9
0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,False,True,9
0.55,0.45,0.155,0.7895,0.343,0.159,0.25,False,True,12
0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,True,False,10
0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,False,True,8
0.645,0.52,0.19,1.3105,0.58,0.288,0.37,False,False,12
0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,True,False,10
0.52,0.41,0.12,0.595,0.2385,0.111,0.19,True,False,8
0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,False,True,9
0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,False,True,11
0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,False,False,9
0.73,0.575,0.21,2.069,0.9285,0.409,0.643,False,True,11
0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,True,False,7
0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,False,False,10
0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,False,True,9
0.615,0.475,0.155,1.027,0.447,0.25,0.285,False,False,9
0.5,0.4,0.13,0.7715,0.37,0.16,0.211,False,True,8
0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,True,False,11
0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,False,True,7
0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,False,False,13
0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,False,True,11
0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,True,False,7
0.72,0.595,0.225,1.969,0.8045,0.423,0.66,False,False,16
0.45,0.32,0.1,0.381,0.1705,0.075,0.115,False,True,9
0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,False,True,10
0.465,0.355,0.105,0.4795,0.227,0.124,0.125,False,True,8
0.64,0.505,0.18,1.297,0.59,0.3125,0.363,False,True,11
0.62,0.465,0.14,1.011,0.479,0.2385,0.255,False,False,8
0.435,0.335,0.095,0.298,0.109,0.058,0.115,True,False,7
0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,False,True,4
0.235,0.17,0.065,0.0625,0.023,0.014,0.022,True,False,6
0.415,0.33,0.09,0.3595,0.17,0.081,0.09,True,False,6
0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,True,False,7
0.565,0.455,0.155,0.9355,0.421,0.183,0.26,False,True,11
0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,False,True,7
0.675,0.525,0.17,1.711,0.8365,0.352,0.475,False,False,9
0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,False,True,11
0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,True,False,4
0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,True,False,8
0.61,0.495,0.19,1.213,0.464,0.306,0.365,False,False,15
0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,True,False,10
0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,False,True,10
0.51,0.405,0.12,0.61,0.229,0.131,0.235,True,False,11
0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,True,False,5
0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,False,False,10
0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,True,False,11
0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,False,False,12
0.685,0.535,0.175,1.432,0.637,0.247,0.46,False,True,11
